periodos_id,periodos_nombre,municipios_islas_id,municipios_islas_nombre,estratos_asalariados_id,estratos_asalariados_nombre,empresas_segun_estratos_asalariados_municipios_canarias_periodos,notas_observacion
2005M12,2005 diciembre,ES708,Lanzarote,0,Total,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES708,Lanzarote,1,De 1 a 9 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES708,Lanzarote,2,De 10 a 49 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES708,Lanzarote,3,De 50 a 249 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES708,Lanzarote,4,De 250 o más trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,35004,Arrecife,0,Total,2094,
2005M12,2005 diciembre,35004,Arrecife,1,De 1 a 9 trabajadores,1777,
2005M12,2005 diciembre,35004,Arrecife,2,De 10 a 49 trabajadores,280,
2005M12,2005 diciembre,35004,Arrecife,3,De 50 a 249 trabajadores,31,
2005M12,2005 diciembre,35004,Arrecife,4,De 250 o más trabajadores,6,
2005M12,2005 diciembre,35010,Haría,0,Total,87,
2005M12,2005 diciembre,35010,Haría,1,De 1 a 9 trabajadores,82,
2005M12,2005 diciembre,35010,Haría,2,De 10 a 49 trabajadores,4,
2005M12,2005 diciembre,35010,Haría,3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,35010,Haría,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35018,San Bartolomé,0,Total,476,
2005M12,2005 diciembre,35018,San Bartolomé,1,De 1 a 9 trabajadores,402,
2005M12,2005 diciembre,35018,San Bartolomé,2,De 10 a 49 trabajadores,62,
2005M12,2005 diciembre,35018,San Bartolomé,3,De 50 a 249 trabajadores,12,
2005M12,2005 diciembre,35018,San Bartolomé,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35024,Teguise,0,Total,586,
2005M12,2005 diciembre,35024,Teguise,1,De 1 a 9 trabajadores,505,
2005M12,2005 diciembre,35024,Teguise,2,De 10 a 49 trabajadores,64,
2005M12,2005 diciembre,35024,Teguise,3,De 50 a 249 trabajadores,17,
2005M12,2005 diciembre,35024,Teguise,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35028,Tías,0,Total,1076,
2005M12,2005 diciembre,35028,Tías,1,De 1 a 9 trabajadores,899,
2005M12,2005 diciembre,35028,Tías,2,De 10 a 49 trabajadores,164,
2005M12,2005 diciembre,35028,Tías,3,De 50 a 249 trabajadores,13,
2005M12,2005 diciembre,35028,Tías,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35029,Tinajo,0,Total,121,
2005M12,2005 diciembre,35029,Tinajo,1,De 1 a 9 trabajadores,100,
2005M12,2005 diciembre,35029,Tinajo,2,De 10 a 49 trabajadores,16,
2005M12,2005 diciembre,35029,Tinajo,3,De 50 a 249 trabajadores,4,
2005M12,2005 diciembre,35029,Tinajo,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,35034,Yaiza,0,Total,400,
2005M12,2005 diciembre,35034,Yaiza,1,De 1 a 9 trabajadores,332,
2005M12,2005 diciembre,35034,Yaiza,2,De 10 a 49 trabajadores,50,
2005M12,2005 diciembre,35034,Yaiza,3,De 50 a 249 trabajadores,15,
2005M12,2005 diciembre,35034,Yaiza,4,De 250 o más trabajadores,3,
2005M12,2005 diciembre,ES704,Fuerteventura,0,Total,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES704,Fuerteventura,1,De 1 a 9 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES704,Fuerteventura,2,De 10 a 49 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES704,Fuerteventura,3,De 50 a 249 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES704,Fuerteventura,4,De 250 o más trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,35003,Antigua,0,Total,311,
2005M12,2005 diciembre,35003,Antigua,1,De 1 a 9 trabajadores,279,
2005M12,2005 diciembre,35003,Antigua,2,De 10 a 49 trabajadores,27,
2005M12,2005 diciembre,35003,Antigua,3,De 50 a 249 trabajadores,5,
2005M12,2005 diciembre,35003,Antigua,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35007,Betancuria,0,Total,17,
2005M12,2005 diciembre,35007,Betancuria,1,De 1 a 9 trabajadores,16,
2005M12,2005 diciembre,35007,Betancuria,2,De 10 a 49 trabajadores,1,
2005M12,2005 diciembre,35007,Betancuria,3,De 50 a 249 trabajadores,0,
2005M12,2005 diciembre,35007,Betancuria,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35014,Oliva (La),0,Total,689,
2005M12,2005 diciembre,35014,Oliva (La),1,De 1 a 9 trabajadores,611,
2005M12,2005 diciembre,35014,Oliva (La),2,De 10 a 49 trabajadores,67,
2005M12,2005 diciembre,35014,Oliva (La),3,De 50 a 249 trabajadores,10,
2005M12,2005 diciembre,35014,Oliva (La),4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,35015,Pájara,0,Total,570,
2005M12,2005 diciembre,35015,Pájara,1,De 1 a 9 trabajadores,495,
2005M12,2005 diciembre,35015,Pájara,2,De 10 a 49 trabajadores,52,
2005M12,2005 diciembre,35015,Pájara,3,De 50 a 249 trabajadores,19,
2005M12,2005 diciembre,35015,Pájara,4,De 250 o más trabajadores,4,
2005M12,2005 diciembre,35017,Puerto del Rosario,0,Total,1429,
2005M12,2005 diciembre,35017,Puerto del Rosario,1,De 1 a 9 trabajadores,1256,
2005M12,2005 diciembre,35017,Puerto del Rosario,2,De 10 a 49 trabajadores,150,
2005M12,2005 diciembre,35017,Puerto del Rosario,3,De 50 a 249 trabajadores,20,
2005M12,2005 diciembre,35017,Puerto del Rosario,4,De 250 o más trabajadores,3,
2005M12,2005 diciembre,35030,Tuineje,0,Total,349,
2005M12,2005 diciembre,35030,Tuineje,1,De 1 a 9 trabajadores,309,
2005M12,2005 diciembre,35030,Tuineje,2,De 10 a 49 trabajadores,33,
2005M12,2005 diciembre,35030,Tuineje,3,De 50 a 249 trabajadores,5,
2005M12,2005 diciembre,35030,Tuineje,4,De 250 o más trabajadores,2,
2005M12,2005 diciembre,ES705,Gran Canaria,0,Total,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES705,Gran Canaria,1,De 1 a 9 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES705,Gran Canaria,2,De 10 a 49 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES705,Gran Canaria,3,De 50 a 249 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES705,Gran Canaria,4,De 250 o más trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,35001,Agaete,0,Total,81,
2005M12,2005 diciembre,35001,Agaete,1,De 1 a 9 trabajadores,73,
2005M12,2005 diciembre,35001,Agaete,2,De 10 a 49 trabajadores,6,
2005M12,2005 diciembre,35001,Agaete,3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,35001,Agaete,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35002,Agüimes,0,Total,780,
2005M12,2005 diciembre,35002,Agüimes,1,De 1 a 9 trabajadores,583,
2005M12,2005 diciembre,35002,Agüimes,2,De 10 a 49 trabajadores,174,
2005M12,2005 diciembre,35002,Agüimes,3,De 50 a 249 trabajadores,21,
2005M12,2005 diciembre,35002,Agüimes,4,De 250 o más trabajadores,2,
2005M12,2005 diciembre,35005,Artenara,0,Total,10,
2005M12,2005 diciembre,35005,Artenara,1,De 1 a 9 trabajadores,9,
2005M12,2005 diciembre,35005,Artenara,2,De 10 a 49 trabajadores,0,
2005M12,2005 diciembre,35005,Artenara,3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,35005,Artenara,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35006,Arucas,0,Total,625,
2005M12,2005 diciembre,35006,Arucas,1,De 1 a 9 trabajadores,543,
2005M12,2005 diciembre,35006,Arucas,2,De 10 a 49 trabajadores,74,
2005M12,2005 diciembre,35006,Arucas,3,De 50 a 249 trabajadores,7,
2005M12,2005 diciembre,35006,Arucas,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,35008,Firgas,0,Total,102,
2005M12,2005 diciembre,35008,Firgas,1,De 1 a 9 trabajadores,92,
2005M12,2005 diciembre,35008,Firgas,2,De 10 a 49 trabajadores,9,
2005M12,2005 diciembre,35008,Firgas,3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,35008,Firgas,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35009,Gáldar,0,Total,476,
2005M12,2005 diciembre,35009,Gáldar,1,De 1 a 9 trabajadores,414,
2005M12,2005 diciembre,35009,Gáldar,2,De 10 a 49 trabajadores,53,
2005M12,2005 diciembre,35009,Gáldar,3,De 50 a 249 trabajadores,8,
2005M12,2005 diciembre,35009,Gáldar,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,35011,Ingenio,0,Total,639,
2005M12,2005 diciembre,35011,Ingenio,1,De 1 a 9 trabajadores,557,
2005M12,2005 diciembre,35011,Ingenio,2,De 10 a 49 trabajadores,71,
2005M12,2005 diciembre,35011,Ingenio,3,De 50 a 249 trabajadores,10,
2005M12,2005 diciembre,35011,Ingenio,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,35012,Mogán,0,Total,1072,
2005M12,2005 diciembre,35012,Mogán,1,De 1 a 9 trabajadores,923,
2005M12,2005 diciembre,35012,Mogán,2,De 10 a 49 trabajadores,128,
2005M12,2005 diciembre,35012,Mogán,3,De 50 a 249 trabajadores,16,
2005M12,2005 diciembre,35012,Mogán,4,De 250 o más trabajadores,5,
2005M12,2005 diciembre,35013,Moya,0,Total,183,
2005M12,2005 diciembre,35013,Moya,1,De 1 a 9 trabajadores,169,
2005M12,2005 diciembre,35013,Moya,2,De 10 a 49 trabajadores,12,
2005M12,2005 diciembre,35013,Moya,3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,35013,Moya,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35016,Palmas de Gran Canaria (Las),0,Total,12723,
2005M12,2005 diciembre,35016,Palmas de Gran Canaria (Las),1,De 1 a 9 trabajadores,10673,
2005M12,2005 diciembre,35016,Palmas de Gran Canaria (Las),2,De 10 a 49 trabajadores,1681,
2005M12,2005 diciembre,35016,Palmas de Gran Canaria (Las),3,De 50 a 249 trabajadores,321,
2005M12,2005 diciembre,35016,Palmas de Gran Canaria (Las),4,De 250 o más trabajadores,48,
2005M12,2005 diciembre,35019,San Bartolomé de Tirajana,0,Total,2673,
2005M12,2005 diciembre,35019,San Bartolomé de Tirajana,1,De 1 a 9 trabajadores,2238,
2005M12,2005 diciembre,35019,San Bartolomé de Tirajana,2,De 10 a 49 trabajadores,353,
2005M12,2005 diciembre,35019,San Bartolomé de Tirajana,3,De 50 a 249 trabajadores,71,
2005M12,2005 diciembre,35019,San Bartolomé de Tirajana,4,De 250 o más trabajadores,11,
2005M12,2005 diciembre,35020,Aldea de San Nicolás (La),0,Total,126,
2005M12,2005 diciembre,35020,Aldea de San Nicolás (La),1,De 1 a 9 trabajadores,115,
2005M12,2005 diciembre,35020,Aldea de San Nicolás (La),2,De 10 a 49 trabajadores,8,
2005M12,2005 diciembre,35020,Aldea de San Nicolás (La),3,De 50 a 249 trabajadores,3,
2005M12,2005 diciembre,35020,Aldea de San Nicolás (La),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35021,Santa Brígida,0,Total,377,
2005M12,2005 diciembre,35021,Santa Brígida,1,De 1 a 9 trabajadores,344,
2005M12,2005 diciembre,35021,Santa Brígida,2,De 10 a 49 trabajadores,29,
2005M12,2005 diciembre,35021,Santa Brígida,3,De 50 a 249 trabajadores,4,
2005M12,2005 diciembre,35021,Santa Brígida,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35022,Santa Lucía,0,Total,1445,
2005M12,2005 diciembre,35022,Santa Lucía,1,De 1 a 9 trabajadores,1259,
2005M12,2005 diciembre,35022,Santa Lucía,2,De 10 a 49 trabajadores,160,
2005M12,2005 diciembre,35022,Santa Lucía,3,De 50 a 249 trabajadores,24,
2005M12,2005 diciembre,35022,Santa Lucía,4,De 250 o más trabajadores,2,
2005M12,2005 diciembre,35023,Santa María de Guía,0,Total,262,
2005M12,2005 diciembre,35023,Santa María de Guía,1,De 1 a 9 trabajadores,221,
2005M12,2005 diciembre,35023,Santa María de Guía,2,De 10 a 49 trabajadores,36,
2005M12,2005 diciembre,35023,Santa María de Guía,3,De 50 a 249 trabajadores,5,
2005M12,2005 diciembre,35023,Santa María de Guía,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35025,Tejeda,0,Total,29,
2005M12,2005 diciembre,35025,Tejeda,1,De 1 a 9 trabajadores,28,
2005M12,2005 diciembre,35025,Tejeda,2,De 10 a 49 trabajadores,1,
2005M12,2005 diciembre,35025,Tejeda,3,De 50 a 249 trabajadores,0,
2005M12,2005 diciembre,35025,Tejeda,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35026,Telde,0,Total,2472,
2005M12,2005 diciembre,35026,Telde,1,De 1 a 9 trabajadores,1997,
2005M12,2005 diciembre,35026,Telde,2,De 10 a 49 trabajadores,389,
2005M12,2005 diciembre,35026,Telde,3,De 50 a 249 trabajadores,76,
2005M12,2005 diciembre,35026,Telde,4,De 250 o más trabajadores,10,
2005M12,2005 diciembre,35027,Teror,0,Total,237,
2005M12,2005 diciembre,35027,Teror,1,De 1 a 9 trabajadores,222,
2005M12,2005 diciembre,35027,Teror,2,De 10 a 49 trabajadores,11,
2005M12,2005 diciembre,35027,Teror,3,De 50 a 249 trabajadores,3,
2005M12,2005 diciembre,35027,Teror,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,35031,Valsequillo,0,Total,212,
2005M12,2005 diciembre,35031,Valsequillo,1,De 1 a 9 trabajadores,188,
2005M12,2005 diciembre,35031,Valsequillo,2,De 10 a 49 trabajadores,18,
2005M12,2005 diciembre,35031,Valsequillo,3,De 50 a 249 trabajadores,6,
2005M12,2005 diciembre,35031,Valsequillo,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35032,Valleseco,0,Total,60,
2005M12,2005 diciembre,35032,Valleseco,1,De 1 a 9 trabajadores,54,
2005M12,2005 diciembre,35032,Valleseco,2,De 10 a 49 trabajadores,5,
2005M12,2005 diciembre,35032,Valleseco,3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,35032,Valleseco,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,35033,Vega de San Mateo,0,Total,165,
2005M12,2005 diciembre,35033,Vega de San Mateo,1,De 1 a 9 trabajadores,150,
2005M12,2005 diciembre,35033,Vega de San Mateo,2,De 10 a 49 trabajadores,13,
2005M12,2005 diciembre,35033,Vega de San Mateo,3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,35033,Vega de San Mateo,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,ES709,Tenerife,0,Total,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES709,Tenerife,1,De 1 a 9 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES709,Tenerife,2,De 10 a 49 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES709,Tenerife,3,De 50 a 249 trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,ES709,Tenerife,4,De 250 o más trabajadores,.,No procede / Categoría no aplicable
2005M12,2005 diciembre,38001,Adeje,0,Total,1756,
2005M12,2005 diciembre,38001,Adeje,1,De 1 a 9 trabajadores,1507,
2005M12,2005 diciembre,38001,Adeje,2,De 10 a 49 trabajadores,195,
2005M12,2005 diciembre,38001,Adeje,3,De 50 a 249 trabajadores,46,
2005M12,2005 diciembre,38001,Adeje,4,De 250 o más trabajadores,8,
2005M12,2005 diciembre,38004,Arafo,0,Total,152,
2005M12,2005 diciembre,38004,Arafo,1,De 1 a 9 trabajadores,108,
2005M12,2005 diciembre,38004,Arafo,2,De 10 a 49 trabajadores,40,
2005M12,2005 diciembre,38004,Arafo,3,De 50 a 249 trabajadores,4,
2005M12,2005 diciembre,38004,Arafo,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38005,Arico,0,Total,124,
2005M12,2005 diciembre,38005,Arico,1,De 1 a 9 trabajadores,111,
2005M12,2005 diciembre,38005,Arico,2,De 10 a 49 trabajadores,11,
2005M12,2005 diciembre,38005,Arico,3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,38005,Arico,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38006,Arona,0,Total,3195,
2005M12,2005 diciembre,38006,Arona,1,De 1 a 9 trabajadores,2793,
2005M12,2005 diciembre,38006,Arona,2,De 10 a 49 trabajadores,331,
2005M12,2005 diciembre,38006,Arona,3,De 50 a 249 trabajadores,64,
2005M12,2005 diciembre,38006,Arona,4,De 250 o más trabajadores,7,
2005M12,2005 diciembre,38010,Buenavista del Norte,0,Total,87,
2005M12,2005 diciembre,38010,Buenavista del Norte,1,De 1 a 9 trabajadores,79,
2005M12,2005 diciembre,38010,Buenavista del Norte,2,De 10 a 49 trabajadores,6,
2005M12,2005 diciembre,38010,Buenavista del Norte,3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,38010,Buenavista del Norte,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38011,Candelaria,0,Total,517,
2005M12,2005 diciembre,38011,Candelaria,1,De 1 a 9 trabajadores,458,
2005M12,2005 diciembre,38011,Candelaria,2,De 10 a 49 trabajadores,48,
2005M12,2005 diciembre,38011,Candelaria,3,De 50 a 249 trabajadores,10,
2005M12,2005 diciembre,38011,Candelaria,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,38012,Fasnia,0,Total,31,
2005M12,2005 diciembre,38012,Fasnia,1,De 1 a 9 trabajadores,30,
2005M12,2005 diciembre,38012,Fasnia,2,De 10 a 49 trabajadores,0,
2005M12,2005 diciembre,38012,Fasnia,3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,38012,Fasnia,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38015,Garachico,0,Total,82,
2005M12,2005 diciembre,38015,Garachico,1,De 1 a 9 trabajadores,73,
2005M12,2005 diciembre,38015,Garachico,2,De 10 a 49 trabajadores,7,
2005M12,2005 diciembre,38015,Garachico,3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,38015,Garachico,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38017,Granadilla de Abona,0,Total,1115,
2005M12,2005 diciembre,38017,Granadilla de Abona,1,De 1 a 9 trabajadores,997,
2005M12,2005 diciembre,38017,Granadilla de Abona,2,De 10 a 49 trabajadores,100,
2005M12,2005 diciembre,38017,Granadilla de Abona,3,De 50 a 249 trabajadores,14,
2005M12,2005 diciembre,38017,Granadilla de Abona,4,De 250 o más trabajadores,4,
2005M12,2005 diciembre,38018,Guancha (La),0,Total,96,
2005M12,2005 diciembre,38018,Guancha (La),1,De 1 a 9 trabajadores,89,
2005M12,2005 diciembre,38018,Guancha (La),2,De 10 a 49 trabajadores,6,
2005M12,2005 diciembre,38018,Guancha (La),3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,38018,Guancha (La),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38019,Guía de Isora,0,Total,463,
2005M12,2005 diciembre,38019,Guía de Isora,1,De 1 a 9 trabajadores,418,
2005M12,2005 diciembre,38019,Guía de Isora,2,De 10 a 49 trabajadores,37,
2005M12,2005 diciembre,38019,Guía de Isora,3,De 50 a 249 trabajadores,7,
2005M12,2005 diciembre,38019,Guía de Isora,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,38020,Güimar,0,Total,481,
2005M12,2005 diciembre,38020,Güimar,1,De 1 a 9 trabajadores,408,
2005M12,2005 diciembre,38020,Güimar,2,De 10 a 49 trabajadores,67,
2005M12,2005 diciembre,38020,Güimar,3,De 50 a 249 trabajadores,6,
2005M12,2005 diciembre,38020,Güimar,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38022,Icod de Los Vinos,0,Total,605,
2005M12,2005 diciembre,38022,Icod de Los Vinos,1,De 1 a 9 trabajadores,533,
2005M12,2005 diciembre,38022,Icod de Los Vinos,2,De 10 a 49 trabajadores,65,
2005M12,2005 diciembre,38022,Icod de Los Vinos,3,De 50 a 249 trabajadores,6,
2005M12,2005 diciembre,38022,Icod de Los Vinos,4,De 250 o más trabajadores,1,
2005M12,2005 diciembre,38023,Laguna (La),0,Total,4266,
2005M12,2005 diciembre,38023,Laguna (La),1,De 1 a 9 trabajadores,3550,
2005M12,2005 diciembre,38023,Laguna (La),2,De 10 a 49 trabajadores,600,
2005M12,2005 diciembre,38023,Laguna (La),3,De 50 a 249 trabajadores,100,
2005M12,2005 diciembre,38023,Laguna (La),4,De 250 o más trabajadores,16,
2005M12,2005 diciembre,38025,Matanza de Acentejo (La),0,Total,175,
2005M12,2005 diciembre,38025,Matanza de Acentejo (La),1,De 1 a 9 trabajadores,143,
2005M12,2005 diciembre,38025,Matanza de Acentejo (La),2,De 10 a 49 trabajadores,26,
2005M12,2005 diciembre,38025,Matanza de Acentejo (La),3,De 50 a 249 trabajadores,6,
2005M12,2005 diciembre,38025,Matanza de Acentejo (La),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38026,Orotava (La),0,Total,1150,
2005M12,2005 diciembre,38026,Orotava (La),1,De 1 a 9 trabajadores,965,
2005M12,2005 diciembre,38026,Orotava (La),2,De 10 a 49 trabajadores,159,
2005M12,2005 diciembre,38026,Orotava (La),3,De 50 a 249 trabajadores,24,
2005M12,2005 diciembre,38026,Orotava (La),4,De 250 o más trabajadores,2,
2005M12,2005 diciembre,38028,Puerto de La Cruz,0,Total,1437,
2005M12,2005 diciembre,38028,Puerto de La Cruz,1,De 1 a 9 trabajadores,1219,
2005M12,2005 diciembre,38028,Puerto de La Cruz,2,De 10 a 49 trabajadores,174,
2005M12,2005 diciembre,38028,Puerto de La Cruz,3,De 50 a 249 trabajadores,41,
2005M12,2005 diciembre,38028,Puerto de La Cruz,4,De 250 o más trabajadores,3,
2005M12,2005 diciembre,38031,Realejos (Los),0,Total,952,
2005M12,2005 diciembre,38031,Realejos (Los),1,De 1 a 9 trabajadores,828,
2005M12,2005 diciembre,38031,Realejos (Los),2,De 10 a 49 trabajadores,114,
2005M12,2005 diciembre,38031,Realejos (Los),3,De 50 a 249 trabajadores,10,
2005M12,2005 diciembre,38031,Realejos (Los),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38032,Rosario (El),0,Total,433,
2005M12,2005 diciembre,38032,Rosario (El),1,De 1 a 9 trabajadores,343,
2005M12,2005 diciembre,38032,Rosario (El),2,De 10 a 49 trabajadores,73,
2005M12,2005 diciembre,38032,Rosario (El),3,De 50 a 249 trabajadores,17,
2005M12,2005 diciembre,38032,Rosario (El),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38034,San Juan de La Rambla,0,Total,80,
2005M12,2005 diciembre,38034,San Juan de La Rambla,1,De 1 a 9 trabajadores,64,
2005M12,2005 diciembre,38034,San Juan de La Rambla,2,De 10 a 49 trabajadores,15,
2005M12,2005 diciembre,38034,San Juan de La Rambla,3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,38034,San Juan de La Rambla,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38035,San Miguel,0,Total,585,
2005M12,2005 diciembre,38035,San Miguel,1,De 1 a 9 trabajadores,499,
2005M12,2005 diciembre,38035,San Miguel,2,De 10 a 49 trabajadores,71,
2005M12,2005 diciembre,38035,San Miguel,3,De 50 a 249 trabajadores,15,
2005M12,2005 diciembre,38035,San Miguel,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38038,Santa Cruz de Tenerife,0,Total,7812,
2005M12,2005 diciembre,38038,Santa Cruz de Tenerife,1,De 1 a 9 trabajadores,6541,
2005M12,2005 diciembre,38038,Santa Cruz de Tenerife,2,De 10 a 49 trabajadores,1015,
2005M12,2005 diciembre,38038,Santa Cruz de Tenerife,3,De 50 a 249 trabajadores,217,
2005M12,2005 diciembre,38038,Santa Cruz de Tenerife,4,De 250 o más trabajadores,39,
2005M12,2005 diciembre,38039,Santa Úrsula,0,Total,407,
2005M12,2005 diciembre,38039,Santa Úrsula,1,De 1 a 9 trabajadores,346,
2005M12,2005 diciembre,38039,Santa Úrsula,2,De 10 a 49 trabajadores,52,
2005M12,2005 diciembre,38039,Santa Úrsula,3,De 50 a 249 trabajadores,9,
2005M12,2005 diciembre,38039,Santa Úrsula,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38040,Santiago del Teide,0,Total,400,
2005M12,2005 diciembre,38040,Santiago del Teide,1,De 1 a 9 trabajadores,354,
2005M12,2005 diciembre,38040,Santiago del Teide,2,De 10 a 49 trabajadores,43,
2005M12,2005 diciembre,38040,Santiago del Teide,3,De 50 a 249 trabajadores,3,
2005M12,2005 diciembre,38040,Santiago del Teide,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38041,Sauzal (El),0,Total,180,
2005M12,2005 diciembre,38041,Sauzal (El),1,De 1 a 9 trabajadores,169,
2005M12,2005 diciembre,38041,Sauzal (El),2,De 10 a 49 trabajadores,8,
2005M12,2005 diciembre,38041,Sauzal (El),3,De 50 a 249 trabajadores,3,
2005M12,2005 diciembre,38041,Sauzal (El),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38042,Silos (Los),0,Total,82,
2005M12,2005 diciembre,38042,Silos (Los),1,De 1 a 9 trabajadores,73,
2005M12,2005 diciembre,38042,Silos (Los),2,De 10 a 49 trabajadores,8,
2005M12,2005 diciembre,38042,Silos (Los),3,De 50 a 249 trabajadores,1,
2005M12,2005 diciembre,38042,Silos (Los),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38043,Tacoronte,0,Total,585,
2005M12,2005 diciembre,38043,Tacoronte,1,De 1 a 9 trabajadores,506,
2005M12,2005 diciembre,38043,Tacoronte,2,De 10 a 49 trabajadores,72,
2005M12,2005 diciembre,38043,Tacoronte,3,De 50 a 249 trabajadores,7,
2005M12,2005 diciembre,38043,Tacoronte,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38044,Tanque (El),0,Total,54,
2005M12,2005 diciembre,38044,Tanque (El),1,De 1 a 9 trabajadores,47,
2005M12,2005 diciembre,38044,Tanque (El),2,De 10 a 49 trabajadores,5,
2005M12,2005 diciembre,38044,Tanque (El),3,De 50 a 249 trabajadores,2,
2005M12,2005 diciembre,38044,Tanque (El),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38046,Tegueste,0,Total,254,
2005M12,2005 diciembre,38046,Tegueste,1,De 1 a 9 trabajadores,213,
2005M12,2005 diciembre,38046,Tegueste,2,De 10 a 49 trabajadores,38,
2005M12,2005 diciembre,38046,Tegueste,3,De 50 a 249 trabajadores,3,
2005M12,2005 diciembre,38046,Tegueste,4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38051,Victoria de Acentejo (La),0,Total,188,
2005M12,2005 diciembre,38051,Victoria de Acentejo (La),1,De 1 a 9 trabajadores,142,
2005M12,2005 diciembre,38051,Victoria de Acentejo (La),2,De 10 a 49 trabajadores,38,
2005M12,2005 diciembre,38051,Victoria de Acentejo (La),3,De 50 a 249 trabajadores,8,
2005M12,2005 diciembre,38051,Victoria de Acentejo (La),4,De 250 o más trabajadores,0,
2005M12,2005 diciembre,38052,Vilaflor,0,Total,70,
2005M12,2005 diciembre,38052,Vilaflor,1,De 1 a 9 trabajadores,59,
