TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,TIPO_OBRA_VIVIENDAS#es,TIPO_OBRA_VIVIENDAS_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Las Palmas de Gran Canaria,35016,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,13,,,,
Las Palmas de Gran Canaria,35016,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,7,,,,
Las Palmas de Gran Canaria,35016,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,11,,,,
Las Palmas de Gran Canaria,35016,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,24,,,,
Las Palmas de Gran Canaria,35016,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,19,,,,
Las Palmas de Gran Canaria,35016,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,32,,,,
Las Palmas de Gran Canaria,35016,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,75,,,,
Las Palmas de Gran Canaria,35016,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,14,,,,
Las Palmas de Gran Canaria,35016,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,13,,,,
Las Palmas de Gran Canaria,35016,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,17,,,,
Las Palmas de Gran Canaria,35016,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,29,,,,
Las Palmas de Gran Canaria,35016,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,44,,,,
Las Palmas de Gran Canaria,35016,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,23,,,,
Las Palmas de Gran Canaria,35016,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,87,,,,
Las Palmas de Gran Canaria,35016,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,63,,,,
Las Palmas de Gran Canaria,35016,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,48,,,,
Las Palmas de Gran Canaria,35016,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,48,,,,
Las Palmas de Gran Canaria,35016,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,21,,,,
Las Palmas de Gran Canaria,35016,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,48,,,,
Las Palmas de Gran Canaria,35016,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,273,,,,
Las Palmas de Gran Canaria,35016,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,149,,,,
Las Palmas de Gran Canaria,35016,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,356,,,,
Las Palmas de Gran Canaria,35016,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,657,,,,
Las Palmas de Gran Canaria,35016,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,44,,,,
Las Palmas de Gran Canaria,35016,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,48,,,,
Las Palmas de Gran Canaria,35016,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,11,,,,
Las Palmas de Gran Canaria,35016,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,30,,,,
Las Palmas de Gran Canaria,35016,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,253,,,,
Las Palmas de Gran Canaria,35016,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,145,,,,
Las Palmas de Gran Canaria,35016,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,301,,,,
Las Palmas de Gran Canaria,35016,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,669,,,,
San Bartolomé de Tirajana,35019,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
San Bartolomé de Tirajana,35019,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
San Bartolomé de Tirajana,35019,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
San Bartolomé de Tirajana,35019,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
San Bartolomé de Tirajana,35019,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,41,,,,
San Bartolomé de Tirajana,35019,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,13,,,,
San Bartolomé de Tirajana,35019,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
San Bartolomé de Tirajana,35019,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
San Bartolomé de Tirajana,35019,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
San Bartolomé de Tirajana,35019,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,15,,,,
San Bartolomé de Tirajana,35019,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
San Bartolomé de Tirajana,35019,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
San Bartolomé de Tirajana,35019,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
San Bartolomé de Tirajana,35019,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
San Bartolomé de Tirajana,35019,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,422,,,,
San Bartolomé de Tirajana,35019,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
San Bartolomé de Tirajana,35019,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
San Bartolomé de Tirajana,35019,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,43,,,,
San Bartolomé de Tirajana,35019,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,7,,,,
San Bartolomé de Tirajana,35019,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,13,,,,
San Bartolomé de Tirajana,35019,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,42,,,,
San Bartolomé de Tirajana,35019,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,20,,,,
San Bartolomé de Tirajana,35019,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,440,,,,
San Bartolomé de Tirajana,35019,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,25,,,,
San Bartolomé de Tirajana,35019,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,5,,,,
San Bartolomé de Tirajana,35019,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,28,,,,
San Bartolomé de Tirajana,35019,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,8,,,,
San Bartolomé de Tirajana,35019,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,9,,,,
San Bartolomé de Tirajana,35019,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,79,,,,
San Bartolomé de Tirajana,35019,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,28,,,,
San Bartolomé de Tirajana,35019,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,18,,,,
San Bartolomé de Tirajana,35019,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,21,,,,
La Aldea de San Nicolás,35020,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
La Aldea de San Nicolás,35020,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,3,,,,
La Aldea de San Nicolás,35020,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
La Aldea de San Nicolás,35020,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
La Aldea de San Nicolás,35020,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
La Aldea de San Nicolás,35020,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
La Aldea de San Nicolás,35020,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
La Aldea de San Nicolás,35020,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Aldea de San Nicolás,35020,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Brígida,35021,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,3,,,,
Santa Brígida,35021,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,8,,,,
Santa Brígida,35021,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Santa Brígida,35021,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Santa Brígida,35021,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Santa Brígida,35021,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
Santa Brígida,35021,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
Santa Brígida,35021,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Santa Brígida,35021,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
Santa Brígida,35021,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,9,,,,
Santa Brígida,35021,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,5,,,,
Santa Brígida,35021,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,6,,,,
Santa Brígida,35021,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,6,,,,
Santa Brígida,35021,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,11,,,,
Santa Brígida,35021,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,8,,,,
Santa Brígida,35021,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Santa Brígida,35021,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Santa Brígida,35021,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Santa Brígida,35021,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,4,,,,
Santa Brígida,35021,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,4,,,,
Santa Brígida,35021,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,5,,,,
Santa Brígida,35021,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,7,,,,
Santa Brígida,35021,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,4,,,,
Santa Brígida,35021,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Santa Lucía de Tirajana,35022,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Santa Lucía de Tirajana,35022,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Lucía de Tirajana,35022,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Santa Lucía de Tirajana,35022,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Lucía de Tirajana,35022,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Lucía de Tirajana,35022,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Lucía de Tirajana,35022,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Lucía de Tirajana,35022,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa Lucía de Tirajana,35022,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Santa Lucía de Tirajana,35022,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,8,,,,
Santa Lucía de Tirajana,35022,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
Santa Lucía de Tirajana,35022,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,3,,,,
Santa Lucía de Tirajana,35022,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
Santa Lucía de Tirajana,35022,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,24,,,,
Santa Lucía de Tirajana,35022,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,3,,,,
Santa Lucía de Tirajana,35022,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,7,,,,
Santa Lucía de Tirajana,35022,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,8,,,,
Santa Lucía de Tirajana,35022,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,9,,,,
Santa Lucía de Tirajana,35022,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,8,,,,
Santa Lucía de Tirajana,35022,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,5,,,,
Santa Lucía de Tirajana,35022,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,15,,,,
Santa Lucía de Tirajana,35022,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,27,,,,
Santa Lucía de Tirajana,35022,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,20,,,,
Santa Lucía de Tirajana,35022,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,79,,,,
Santa Lucía de Tirajana,35022,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,7,,,,
Santa Lucía de Tirajana,35022,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Santa Lucía de Tirajana,35022,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,5,,,,
Santa Lucía de Tirajana,35022,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Santa Lucía de Tirajana,35022,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,10,,,,
Santa Lucía de Tirajana,35022,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Santa Lucía de Tirajana,35022,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,17,,,,
Santa Lucía de Tirajana,35022,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,72,,,,
Santa María de Guía de Gran Canaria,35023,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
Santa María de Guía de Gran Canaria,35023,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
Santa María de Guía de Gran Canaria,35023,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Santa María de Guía de Gran Canaria,35023,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Santa María de Guía de Gran Canaria,35023,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,70,,,,
Santa María de Guía de Gran Canaria,35023,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,4,,,,
Santa María de Guía de Gran Canaria,35023,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Santa María de Guía de Gran Canaria,35023,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Santa María de Guía de Gran Canaria,35023,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Santa María de Guía de Gran Canaria,35023,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,70,,,,
Tejeda,35025,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
Tejeda,35025,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
Tejeda,35025,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,12,,,,
Tejeda,35025,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,5,,,,
Tejeda,35025,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Tejeda,35025,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Tejeda,35025,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,8,,,,
Tejeda,35025,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Telde,35026,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Telde,35026,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Telde,35026,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
Telde,35026,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,4,,,,
Telde,35026,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,5,,,,
Telde,35026,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,6,,,,
Telde,35026,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Telde,35026,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,6,,,,
