TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,TIPO_OBRA_VIVIENDAS#es,TIPO_OBRA_VIVIENDAS_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Garachico,38015,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
Garachico,38015,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Garachico,38015,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Garachico,38015,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Garachico,38015,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Garachico,38015,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
Garachico,38015,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,6,,,,
Garachico,38015,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Garachico,38015,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Garachico,38015,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Garachico,38015,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Garachico,38015,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,4,,,,
Garachico,38015,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Garachico,38015,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Garachico,38015,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Garachico,38015,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Granadilla de Abona,38017,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,4,,,,
Granadilla de Abona,38017,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
Granadilla de Abona,38017,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Granadilla de Abona,38017,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Granadilla de Abona,38017,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,8,,,,
Granadilla de Abona,38017,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,18,,,,
Granadilla de Abona,38017,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Granadilla de Abona,38017,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,103,,,,
Granadilla de Abona,38017,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,6,,,,
Granadilla de Abona,38017,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,13,,,,
Granadilla de Abona,38017,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,31,,,,
Granadilla de Abona,38017,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,108,,,,
Granadilla de Abona,38017,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,18,,,,
Granadilla de Abona,38017,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
Granadilla de Abona,38017,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Granadilla de Abona,38017,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,104,,,,
Granadilla de Abona,38017,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,5,,,,
Granadilla de Abona,38017,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,12,,,,
Granadilla de Abona,38017,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,33,,,,
Granadilla de Abona,38017,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,102,,,,
La Guancha,38018,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
La Guancha,38018,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,50,,,,
La Guancha,38018,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
La Guancha,38018,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
La Guancha,38018,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,49,,,,
La Guancha,38018,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Guancha,38018,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
La Guancha,38018,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Guía de Isora,38019,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
Guía de Isora,38019,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Guía de Isora,38019,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
Guía de Isora,38019,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Guía de Isora,38019,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Guía de Isora,38019,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
Guía de Isora,38019,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Guía de Isora,38019,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,7,,,,
Guía de Isora,38019,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,11,,,,
Guía de Isora,38019,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Guía de Isora,38019,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Guía de Isora,38019,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,27,,,,
Guía de Isora,38019,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,21,,,,
Guía de Isora,38019,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,28,,,,
Guía de Isora,38019,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,65,,,,
Guía de Isora,38019,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,6,,,,
Guía de Isora,38019,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,11,,,,
Guía de Isora,38019,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Guía de Isora,38019,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,5,,,,
Guía de Isora,38019,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,26,,,,
Guía de Isora,38019,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,21,,,,
Guía de Isora,38019,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,25,,,,
Guía de Isora,38019,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,65,,,,
Güímar,38020,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Güímar,38020,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Güímar,38020,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Güímar,38020,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Güímar,38020,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Güímar,38020,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,-1,,,,
Güímar,38020,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
Güímar,38020,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
Güímar,38020,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,22,,,,
Güímar,38020,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,4,,,,
Güímar,38020,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Güímar,38020,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,2,,,,
Güímar,38020,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,22,,,,
Icod de los Vinos,38022,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,3,,,,
Icod de los Vinos,38022,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Icod de los Vinos,38022,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
Icod de los Vinos,38022,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
Icod de los Vinos,38022,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
Icod de los Vinos,38022,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,6,,,,
Icod de los Vinos,38022,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
Icod de los Vinos,38022,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
Icod de los Vinos,38022,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
Icod de los Vinos,38022,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,6,,,,
Icod de los Vinos,38022,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,8,,,,
Icod de los Vinos,38022,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,37,,,,
Icod de los Vinos,38022,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Icod de los Vinos,38022,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,4,,,,
Icod de los Vinos,38022,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,2,,,,
Icod de los Vinos,38022,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,5,,,,
Icod de los Vinos,38022,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Icod de los Vinos,38022,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,32,,,,
Icod de los Vinos,38022,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,3,,,,
Icod de los Vinos,38022,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
Icod de los Vinos,38022,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
San Cristóbal de La Laguna,38023,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
San Cristóbal de La Laguna,38023,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,2,,,,
San Cristóbal de La Laguna,38023,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
San Cristóbal de La Laguna,38023,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,57,,,,
San Cristóbal de La Laguna,38023,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
San Cristóbal de La Laguna,38023,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
San Cristóbal de La Laguna,38023,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
San Cristóbal de La Laguna,38023,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
San Cristóbal de La Laguna,38023,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,6,,,,
San Cristóbal de La Laguna,38023,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,6,,,,
San Cristóbal de La Laguna,38023,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
San Cristóbal de La Laguna,38023,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,4,,,,
San Cristóbal de La Laguna,38023,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,3,,,,
San Cristóbal de La Laguna,38023,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,5,,,,
San Cristóbal de La Laguna,38023,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,11,,,,
San Cristóbal de La Laguna,38023,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,7,,,,
San Cristóbal de La Laguna,38023,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,22,,,,
San Cristóbal de La Laguna,38023,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,17,,,,
San Cristóbal de La Laguna,38023,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,40,,,,
San Cristóbal de La Laguna,38023,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,-35,,,,
San Cristóbal de La Laguna,38023,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,9,,,,
San Cristóbal de La Laguna,38023,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,16,,,,
San Cristóbal de La Laguna,38023,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,24,,,,
San Cristóbal de La Laguna,38023,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,74,,,,
San Cristóbal de La Laguna,38023,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,18,,,,
San Cristóbal de La Laguna,38023,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,13,,,,
San Cristóbal de La Laguna,38023,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,35,,,,
San Cristóbal de La Laguna,38023,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,18,,,,
San Cristóbal de La Laguna,38023,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,7,,,,
San Cristóbal de La Laguna,38023,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,11,,,,
San Cristóbal de La Laguna,38023,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,13,,,,
San Cristóbal de La Laguna,38023,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,68,,,,
La Matanza de Acentejo,38025,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2014,2014,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2015,2015,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2016,2016,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2017,2017,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2018,2018,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2019,2019,Demolición,DEMOLICION,Viviendas,VIVIENDAS,1,,,,
La Matanza de Acentejo,38025,2012,2012,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,2,,,,
La Matanza de Acentejo,38025,2013,2013,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2014,2014,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2015,2015,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2016,2016,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2017,2017,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2018,2018,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2019,2019,Rehabilitación,REHABILITACION,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2012,2012,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,8,,,,
La Matanza de Acentejo,38025,2013,2013,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,1,,,,
La Matanza de Acentejo,38025,2014,2014,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2015,2015,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2016,2016,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2017,2017,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2018,2018,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2019,2019,Saldo de viviendas,SALDO_VIVIENDAS,Viviendas,VIVIENDAS,6,,,,
La Matanza de Acentejo,38025,2012,2012,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,6,,,,
La Matanza de Acentejo,38025,2013,2013,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,1,,,,
La Matanza de Acentejo,38025,2014,2014,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2015,2015,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2016,2016,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2017,2017,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2018,2018,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,0,,,,
La Matanza de Acentejo,38025,2019,2019,Obra nueva,OBRA_NUEVA,Viviendas,VIVIENDAS,7,,,,
La Orotava,38026,2012,2012,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
La Orotava,38026,2013,2013,Demolición,DEMOLICION,Viviendas,VIVIENDAS,0,,,,
