codigo_municipio,anio,num_viviendas,num_empresas,isla,municipio,poblacion_total,edad_media,pct_extranjeros,pct_mayores_65,indice_dependencia,superficie_km2,poblacion_0_14,poblacion_15_64,poblacion_65_mas,poblacion_activa_total,asalariados_total,salario_medio_total,poblacion_activa_hombres,poblacion_activa_mujeres,asalariados_hombres,asalariados_mujeres
38037,2014,4.0,1838.0,4,69,15361.0,46.7686,6.5425,22.7459,47.8014,4341.21,1474.0,10393.0,3494.0,7384,5443,87.8,3706,3678,2730,2713
38037,2015,0.0,921.0,4,69,15361.0,46.7686,6.5425,22.7459,47.8014,4341.21,1474.0,10393.0,3494.0,7384,5443,87.8,3706,3678,2730,2713
38038,2012,52.0,25715.0,6,70,208688.0,45.0029,6.9415,20.0357,45.9336,15044.0,23874.0,143002.0,41812.0,101741,73443,86.97,49806,51935,35571,37872
38038,2013,146.0,24952.0,6,70,208688.0,45.0029,6.9415,20.0357,45.9336,15044.0,23874.0,143002.0,41812.0,101741,73443,86.97,49806,51935,35571,37872
38038,2014,16.0,24861.0,6,70,208688.0,45.0029,6.9415,20.0357,45.9336,15044.0,23874.0,143002.0,41812.0,101741,73443,86.97,49806,51935,35571,37872
38038,2015,120.0,12436.0,6,70,208688.0,45.0029,6.9415,20.0357,45.9336,15044.0,23874.0,143002.0,41812.0,101741,73443,86.97,49806,51935,35571,37872
38039,2012,10.0,1520.0,6,71,15114.0,42.9703,9.0446,15.9918,40.7525,2237.31,1959.0,10738.0,2417.0,7805,5297,82.14,3971,3834,2702,2595
38039,2013,16.0,1489.0,6,71,15114.0,42.9703,9.0446,15.9918,40.7525,2237.31,1959.0,10738.0,2417.0,7805,5297,82.14,3971,3834,2702,2595
38039,2014,36.0,1513.0,6,71,15114.0,42.9703,9.0446,15.9918,40.7525,2237.31,1959.0,10738.0,2417.0,7805,5297,82.14,3971,3834,2702,2595
38039,2015,8.0,758.0,6,71,15114.0,42.9703,9.0446,15.9918,40.7525,2237.31,1959.0,10738.0,2417.0,7805,5297,82.14,3971,3834,2702,2595
38040,2012,6.0,1376.0,6,72,11162.0,43.9375,38.4698,19.2707,46.6947,5198.76,1402.0,7609.0,2151.0,5161,3730,79.75,2658,2503,1902,1828
38040,2013,4.0,1353.0,6,72,11162.0,43.9375,38.4698,19.2707,46.6947,5198.76,1402.0,7609.0,2151.0,5161,3730,79.75,2658,2503,1902,1828
38040,2014,0.0,1422.0,6,72,11162.0,43.9375,38.4698,19.2707,46.6947,5198.76,1402.0,7609.0,2151.0,5161,3730,79.75,2658,2503,1902,1828
38040,2015,0.0,711.0,6,72,11162.0,43.9375,38.4698,19.2707,46.6947,5198.76,1402.0,7609.0,2151.0,5161,3730,79.75,2658,2503,1902,1828
38041,2012,6.0,622.0,6,73,9005.0,44.046,6.1966,17.3237,41.9675,1820.11,1102.0,6343.0,1560.0,4514,3232,84.44,2293,2221,1635,1597
38041,2013,6.0,597.0,6,73,9005.0,44.046,6.1966,17.3237,41.9675,1820.11,1102.0,6343.0,1560.0,4514,3232,84.44,2293,2221,1635,1597
38041,2014,2.0,625.0,6,73,9005.0,44.046,6.1966,17.3237,41.9675,1820.11,1102.0,6343.0,1560.0,4514,3232,84.44,2293,2221,1635,1597
38041,2015,14.0,325.0,6,73,9005.0,44.046,6.1966,17.3237,41.9675,1820.11,1102.0,6343.0,1560.0,4514,3232,84.44,2293,2221,1635,1597
38042,2012,4.0,259.0,6,74,4644.0,47.8727,7.7519,25.1938,56.2059,2449.68,501.0,2973.0,1170.0,2064,1396,83.18,1112,953,754,642
38042,2013,4.0,268.0,6,74,4644.0,47.8727,7.7519,25.1938,56.2059,2449.68,501.0,2973.0,1170.0,2064,1396,83.18,1112,953,754,642
38042,2014,6.0,291.0,6,74,4644.0,47.8727,7.7519,25.1938,56.2059,2449.68,501.0,2973.0,1170.0,2064,1396,83.18,1112,953,754,642
38042,2015,0.0,149.0,6,74,4644.0,47.8727,7.7519,25.1938,56.2059,2449.68,501.0,2973.0,1170.0,2064,1396,83.18,1112,953,754,642
38043,2012,12.0,1933.0,6,75,24592.0,43.6175,4.0054,17.282,43.1265,2999.64,3160.0,17182.0,4250.0,12387,8902,86.17,6334,6054,4553,4349
38043,2013,8.0,1926.0,6,75,24592.0,43.6175,4.0054,17.282,43.1265,2999.64,3160.0,17182.0,4250.0,12387,8902,86.17,6334,6054,4553,4349
38043,2014,0.0,1924.0,6,75,24592.0,43.6175,4.0054,17.282,43.1265,2999.64,3160.0,17182.0,4250.0,12387,8902,86.17,6334,6054,4553,4349
38043,2015,6.0,953.0,6,75,24592.0,43.6175,4.0054,17.282,43.1265,2999.64,3160.0,17182.0,4250.0,12387,8902,86.17,6334,6054,4553,4349
38044,2012,6.0,161.0,6,76,2813.0,44.8708,7.8919,20.3342,48.2086,2606.48,343.0,1898.0,572.0,1309,936,87.1,687,622,488,447
38044,2013,0.0,160.0,6,76,2813.0,44.8708,7.8919,20.3342,48.2086,2606.48,343.0,1898.0,572.0,1309,936,87.1,687,622,488,447
38044,2014,0.0,163.0,6,76,2813.0,44.8708,7.8919,20.3342,48.2086,2606.48,343.0,1898.0,572.0,1309,936,87.1,687,622,488,447
38044,2015,0.0,79.0,6,76,2813.0,44.8708,7.8919,20.3342,48.2086,2606.48,343.0,1898.0,572.0,1309,936,87.1,687,622,488,447
38045,2012,0.0,341.0,4,77,4502.0,47.2148,13.5273,23.9449,50.2169,1156.38,427.0,2997.0,1078.0,2110,1348,82.4,1147,963,731,618
38045,2013,6.0,322.0,4,77,4502.0,47.2148,13.5273,23.9449,50.2169,1156.38,427.0,2997.0,1078.0,2110,1348,82.4,1147,963,731,618
38045,2014,0.0,314.0,4,77,4502.0,47.2148,13.5273,23.9449,50.2169,1156.38,427.0,2997.0,1078.0,2110,1348,82.4,1147,963,731,618
38045,2015,8.0,157.0,4,77,4502.0,47.2148,13.5273,23.9449,50.2169,1156.38,427.0,2997.0,1078.0,2110,1348,82.4,1147,963,731,618
38046,2012,4.0,864.0,6,78,11359.0,44.1808,2.7115,18.1442,44.0583,2644.48,1413.0,7885.0,2061.0,5947,4418,84.79,3007,2940,2203,2214
38046,2013,8.0,887.0,6,78,11359.0,44.1808,2.7115,18.1442,44.0583,2644.48,1413.0,7885.0,2061.0,5947,4418,84.79,3007,2940,2203,2214
38046,2014,2.0,896.0,6,78,11359.0,44.1808,2.7115,18.1442,44.0583,2644.48,1413.0,7885.0,2061.0,5947,4418,84.79,3007,2940,2203,2214
38046,2015,2.0,427.0,6,78,11359.0,44.1808,2.7115,18.1442,44.0583,2644.48,1413.0,7885.0,2061.0,5947,4418,84.79,3007,2940,2203,2214
38047,2012,2.0,202.0,4,79,2598.0,49.0778,23.2102,25.4811,51.4869,5354.89,221.0,1715.0,662.0,1134,715,72.78,623,511,362,352
38047,2013,10.0,192.0,4,79,2598.0,49.0778,23.2102,25.4811,51.4869,5354.89,221.0,1715.0,662.0,1134,715,72.78,623,511,362,352
38047,2014,12.0,212.0,4,79,2598.0,49.0778,23.2102,25.4811,51.4869,5354.89,221.0,1715.0,662.0,1134,715,72.78,623,511,362,352
38047,2015,18.0,112.0,4,79,2598.0,49.0778,23.2102,25.4811,51.4869,5354.89,221.0,1715.0,662.0,1134,715,72.78,623,511,362,352
38048,2012,6.0,497.0,0,80,5123.0,46.5851,9.5257,22.7601,51.2548,10368.5,570.0,3387.0,1166.0,2466,1842,86.1,1243,1223,896,946
38048,2013,18.0,484.0,0,80,5123.0,46.5851,9.5257,22.7601,51.2548,10368.5,570.0,3387.0,1166.0,2466,1842,86.1,1243,1223,896,946
38048,2014,10.0,470.0,0,80,5123.0,46.5851,9.5257,22.7601,51.2548,10368.5,570.0,3387.0,1166.0,2466,1842,86.1,1243,1223,896,946
38048,2015,12.0,242.0,0,80,5123.0,46.5851,9.5257,22.7601,51.2548,10368.5,570.0,3387.0,1166.0,2466,1842,86.1,1243,1223,896,946
38049,2012,0.0,650.0,3,81,4674.0,47.9213,33.8682,22.3577,45.6075,3220.82,419.0,3210.0,1045.0,1981,1319,76.4,1018,963,650,669
38049,2013,2.0,605.0,3,81,4674.0,47.9213,33.8682,22.3577,45.6075,3220.82,419.0,3210.0,1045.0,1981,1319,76.4,1018,963,650,669
38049,2014,2.0,613.0,3,81,4674.0,47.9213,33.8682,22.3577,45.6075,3220.82,419.0,3210.0,1045.0,1981,1319,76.4,1018,963,650,669
38049,2015,0.0,304.0,3,81,4674.0,47.9213,33.8682,22.3577,45.6075,3220.82,419.0,3210.0,1045.0,1981,1319,76.4,1018,963,650,669
38050,2012,12.0,202.0,3,82,2873.0,52.5595,10.7553,31.6742,61.3139,10854.2,182.0,1781.0,910.0,1193,820,83.97,676,517,465,354
38050,2013,14.0,188.0,3,82,2873.0,52.5595,10.7553,31.6742,61.3139,10854.2,182.0,1781.0,910.0,1193,820,83.97,676,517,465,354
38050,2014,8.0,195.0,3,82,2873.0,52.5595,10.7553,31.6742,61.3139,10854.2,182.0,1781.0,910.0,1193,820,83.97,676,517,465,354
38050,2015,2.0,97.0,3,82,2873.0,52.5595,10.7553,31.6742,61.3139,10854.2,182.0,1781.0,910.0,1193,820,83.97,676,517,465,354
38051,2012,22.0,565.0,6,83,9170.0,44.0038,4.3402,18.1461,44.3867,1808.63,1155.0,6351.0,1664.0,4695,3273,86.18,2440,2255,1730,1543
38051,2013,6.0,575.0,6,83,9170.0,44.0038,4.3402,18.1461,44.3867,1808.63,1155.0,6351.0,1664.0,4695,3273,86.18,2440,2255,1730,1543
38051,2014,2.0,639.0,6,83,9170.0,44.0038,4.3402,18.1461,44.3867,1808.63,1155.0,6351.0,1664.0,4695,3273,86.18,2440,2255,1730,1543
38051,2015,0.0,318.0,6,83,9170.0,44.0038,4.3402,18.1461,44.3867,1808.63,1155.0,6351.0,1664.0,4695,3273,86.18,2440,2255,1730,1543
38052,2012,4.0,208.0,6,84,1767.0,46.9663,13.1296,22.9202,48.8627,5627.11,175.0,1187.0,405.0,935,663,81.49,493,442,349,314
38052,2013,8.0,206.0,6,84,1767.0,46.9663,13.1296,22.9202,48.8627,5627.11,175.0,1187.0,405.0,935,663,81.49,493,442,349,314
38052,2014,4.0,201.0,6,84,1767.0,46.9663,13.1296,22.9202,48.8627,5627.11,175.0,1187.0,405.0,935,663,81.49,493,442,349,314
38052,2015,0.0,112.0,6,84,1767.0,46.9663,13.1296,22.9202,48.8627,5627.11,175.0,1187.0,405.0,935,663,81.49,493,442,349,314
38053,2012,14.0,325.0,4,85,4905.0,46.1436,9.3986,20.5097,45.8519,7067.2,536.0,3363.0,1006.0,2495,1742,83.61,1304,1191,901,842
38053,2013,4.0,319.0,4,85,4905.0,46.1436,9.3986,20.5097,45.8519,7067.2,536.0,3363.0,1006.0,2495,1742,83.61,1304,1191,901,842
38053,2014,2.0,313.0,4,85,4905.0,46.1436,9.3986,20.5097,45.8519,7067.2,536.0,3363.0,1006.0,2495,1742,83.61,1304,1191,901,842
38053,2015,0.0,167.0,4,85,4905.0,46.1436,9.3986,20.5097,45.8519,7067.2,536.0,3363.0,1006.0,2495,1742,83.61,1304,1191,901,842
38901,2012,6.0,44.0,0,86,1971.0,48.4696,13.9016,24.9112,51.3825,8273.68,178.0,1302.0,491.0,866,619,82.85,473,393,335,283
38901,2013,4.0,52.0,0,86,1971.0,48.4696,13.9016,24.9112,51.3825,8273.68,178.0,1302.0,491.0,866,619,82.85,473,393,335,283
38901,2014,0.0,58.0,0,86,1971.0,48.4696,13.9016,24.9112,51.3825,8273.68,178.0,1302.0,491.0,866,619,82.85,473,393,335,283
38901,2015,4.0,34.0,0,86,1971.0,48.4696,13.9016,24.9112,51.3825,8273.68,178.0,1302.0,491.0,866,619,82.85,473,393,335,283
